Date,Td,Tm,Ty,"Qmax,m","Qmean,m","Qmin,m","Qmax,y","Qmean,y","Qmin,y",Q
18.07.2011,18,7,2011,51.7,20.67,24,476,68.57,9.37,33.3
19.07.2011,19,7,2011,51.7,20.67,24,476,68.57,9.37,34
20.07.2011,20,7,2011,51.7,20.67,24,476,68.57,9.37,36.1
21.07.2011,21,7,2011,51.7,20.67,24,476,68.57,9.37,34
22.07.2011,22,7,2011,51.7,20.67,24,476,68.57,9.37,33.3
23.07.2011,23,7,2011,51.7,20.67,24,476,68.57,9.37,34.7
24.07.2011,24,7,2011,51.7,20.67,24,476,68.57,9.37,28.9
25.07.2011,25,7,2011,51.7,20.67,24,476,68.57,9.37,35.4
26.07.2011,26,7,2011,51.7,20.67,24,476,68.57,9.37,30.7
27.07.2011,27,7,2011,51.7,20.67,24,476,68.57,9.37,28.9
28.07.2011,28,7,2011,51.7,20.67,24,476,68.57,9.37,28.3
29.07.2011,29,7,2011,51.7,20.67,24,476,68.57,9.37,27.2
30.07.2011,30,7,2011,51.7,20.67,24,476,68.57,9.37,24.5
31.07.2011,31,7,2011,51.7,20.67,24,476,68.57,9.37,24
1.08.2011,1,8,2011,22.4,11.03,9.37,476,68.57,9.37,22.4
2.08.2011,2,8,2011,22.4,11.03,9.37,476,68.57,9.37,21.9
3.08.2011,3,8,2011,22.4,11.03,9.37,476,68.57,9.37,21.4
4.08.2011,4,8,2011,22.4,11.03,9.37,476,68.57,9.37,20.5
5.08.2011,5,8,2011,22.4,11.03,9.37,476,68.57,9.37,20.1
6.08.2011,6,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.2
7.08.2011,7,8,2011,22.4,11.03,9.37,476,68.57,9.37,20.1
8.08.2011,8,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
9.08.2011,9,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
10.08.2011,10,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
11.08.2011,11,8,2011,22.4,11.03,9.37,476,68.57,9.37,17.9
12.08.2011,12,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.2
13.08.2011,13,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
14.08.2011,14,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
15.08.2011,15,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.2
16.08.2011,16,8,2011,22.4,11.03,9.37,476,68.57,9.37,17.9
17.08.2011,17,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.6
18.08.2011,18,8,2011,22.4,11.03,9.37,476,68.57,9.37,18.8
19.08.2011,19,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.2
20.08.2011,20,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.6
21.08.2011,21,8,2011,22.4,11.03,9.37,476,68.57,9.37,19.2
22.08.2011,22,8,2011,22.4,11.03,9.37,476,68.57,9.37,17.9
23.08.2011,23,8,2011,22.4,11.03,9.37,476,68.57,9.37,13.6
24.08.2011,24,8,2011,22.4,11.03,9.37,476,68.57,9.37,9.37
25.08.2011,25,8,2011,22.4,11.03,9.37,476,68.57,9.37,20.1
26.08.2011,26,8,2011,22.4,11.03,9.37,476,68.57,9.37,14.7
27.08.2011,27,8,2011,22.4,11.03,9.37,476,68.57,9.37,14.1
28.08.2011,28,8,2011,22.4,11.03,9.37,476,68.57,9.37,15.3
29.08.2011,29,8,2011,22.4,11.03,9.37,476,68.57,9.37,15
30.08.2011,30,8,2011,22.4,11.03,9.37,476,68.57,9.37,15.7
31.08.2011,31,8,2011,22.4,11.03,9.37,476,68.57,9.37,15
1.09.2011,1,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
2.09.2011,2,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
3.09.2011,3,9,2011,17.6,11.06,9.7,476,68.57,9.37,15.3
4.09.2011,4,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.7
5.09.2011,5,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.2
6.09.2011,6,9,2011,17.6,11.06,9.7,476,68.57,9.37,9.7
7.09.2011,7,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.7
8.09.2011,8,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.7
9.09.2011,9,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.7
10.09.2011,10,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
11.09.2011,11,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.2
12.09.2011,12,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.2
13.09.2011,13,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.5
14.09.2011,14,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.5
15.09.2011,15,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.8
16.09.2011,16,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.8
17.09.2011,17,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
18.09.2011,18,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.8
19.09.2011,19,9,2011,17.6,11.06,9.7,476,68.57,9.37,13.8
20.09.2011,20,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
21.09.2011,21,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.1
22.09.2011,22,9,2011,17.6,11.06,9.7,476,68.57,9.37,14.4
23.09.2011,23,9,2011,17.6,11.06,9.7,476,68.57,9.37,15.3
24.09.2011,24,9,2011,17.6,11.06,9.7,476,68.57,9.37,16.5
25.09.2011,25,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.6
26.09.2011,26,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.6
27.09.2011,27,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.3
28.09.2011,28,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.3
29.09.2011,29,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.3
30.09.2011,30,9,2011,17.6,11.06,9.7,476,68.57,9.37,17.6
1.10.2011,1,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
2.10.2011,2,10,2011,21.8,18.25,14.1,546,57.87,9.70,19.6
3.10.2011,3,10,2011,21.8,18.25,14.1,546,57.87,9.70,18
4.10.2011,4,10,2011,21.8,18.25,14.1,546,57.87,9.70,18
5.10.2011,5,10,2011,21.8,18.25,14.1,546,57.87,9.70,18
6.10.2011,6,10,2011,21.8,18.25,14.1,546,57.87,9.70,18
7.10.2011,7,10,2011,21.8,18.25,14.1,546,57.87,9.70,17.6
8.10.2011,8,10,2011,21.8,18.25,14.1,546,57.87,9.70,18
9.10.2011,9,10,2011,21.8,18.25,14.1,546,57.87,9.70,18.8
10.10.2011,10,10,2011,21.8,18.25,14.1,546,57.87,9.70,19.2
11.10.2011,11,10,2011,21.8,18.25,14.1,546,57.87,9.70,19.2
12.10.2011,12,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.1
13.10.2011,13,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
14.10.2011,14,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.1
15.10.2011,15,10,2011,21.8,18.25,14.1,546,57.87,9.70,19.6
16.10.2011,16,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.1
17.10.2011,17,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
18.10.2011,18,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
19.10.2011,19,10,2011,21.8,18.25,14.1,546,57.87,9.70,21.8
20.10.2011,20,10,2011,21.8,18.25,14.1,546,57.87,9.70,21.8
21.10.2011,21,10,2011,21.8,18.25,14.1,546,57.87,9.70,21.4
22.10.2011,22,10,2011,21.8,18.25,14.1,546,57.87,9.70,14.1
23.10.2011,23,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.1
24.10.2011,24,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.9
25.10.2011,25,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
26.10.2011,26,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
27.10.2011,27,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
28.10.2011,28,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
29.10.2011,29,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
30.10.2011,30,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
31.10.2011,31,10,2011,21.8,18.25,14.1,546,57.87,9.70,20.5
1.11.2011,1,11,2011,21.8,21.95,16.9,546,57.87,9.70,20.5
2.11.2011,2,11,2011,21.8,21.95,16.9,546,57.87,9.70,21.8
3.11.2011,3,11,2011,21.8,21.95,16.9,546,57.87,9.70,16.9
4.11.2011,4,11,2011,21.8,21.95,16.9,546,57.87,9.70,19.2
5.11.2011,5,11,2011,21.8,21.95,16.9,546,57.87,9.70,19.6
6.11.2011,6,11,2011,21.8,21.95,16.9,546,57.87,9.70,19.6
7.11.2011,7,11,2011,21.8,21.95,16.9,546,57.87,9.70,19.2
8.11.2011,8,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.8
9.11.2011,9,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.8
10.11.2011,10,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
11.11.2011,11,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
12.11.2011,12,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
13.11.2011,13,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
14.11.2011,14,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
15.11.2011,15,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
16.11.2011,16,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
17.11.2011,17,11,2011,21.8,21.95,16.9,546,57.87,9.70,18
18.11.2011,18,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
19.11.2011,19,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
20.11.2011,20,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.4
21.11.2011,21,11,2011,21.8,21.95,16.9,546,57.87,9.70,17.6
22.11.2011,22,11,2011,21.8,21.95,16.9,546,57.87,9.70,17.6
23.11.2011,23,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.8
24.11.2011,24,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.8
25.11.2011,25,11,2011,21.8,21.95,16.9,546,57.87,9.70,18.8
26.11.2011,26,11,2011,21.8,21.95,16.9,546,57.87,9.70,20.5
27.11.2011,27,11,2011,21.8,21.95,16.9,546,57.87,9.70,21.8
28.11.2011,28,11,2011,21.8,21.95,16.9,546,57.87,9.70,20.9
29.11.2011,29,11,2011,21.8,21.95,16.9,546,57.87,9.70,20.5
30.11.2011,30,11,2011,21.8,21.95,16.9,546,57.87,9.70,20.5
1.12.2011,1,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
2.12.2011,2,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
3.12.2011,3,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
4.12.2011,4,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
5.12.2011,5,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
6.12.2011,6,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.2
7.12.2011,7,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.2
8.12.2011,8,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
9.12.2011,9,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
10.12.2011,10,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
11.12.2011,11,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.5
12.12.2011,12,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
13.12.2011,13,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
14.12.2011,14,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
15.12.2011,15,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
16.12.2011,16,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
17.12.2011,17,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
18.12.2011,18,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
19.12.2011,19,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
20.12.2011,20,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
21.12.2011,21,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
22.12.2011,22,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
23.12.2011,23,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
24.12.2011,24,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
25.12.2011,25,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
26.12.2011,26,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
27.12.2011,27,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
28.12.2011,28,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.2
29.12.2011,29,12,2011,20.5,32.19,19.2,546,57.87,9.70,19.6
30.12.2011,30,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
31.12.2011,31,12,2011,20.5,32.19,19.2,546,57.87,9.70,20.1
1.01.2012,1,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.1
2.01.2012,2,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.1
3.01.2012,3,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.1
4.01.2012,4,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.1
5.01.2012,5,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
6.01.2012,6,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
7.01.2012,7,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
8.01.2012,8,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
9.01.2012,9,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
10.01.2012,10,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
11.01.2012,11,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
12.01.2012,12,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
13.01.2012,13,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
14.01.2012,14,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
15.01.2012,15,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.1
16.01.2012,16,1,2012,20.5,34.95,9.7,546,57.87,9.70,19.6
17.01.2012,17,1,2012,20.5,34.95,9.7,546,57.87,9.70,17.3
18.01.2012,18,1,2012,20.5,34.95,9.7,546,57.87,9.70,13.8
19.01.2012,19,1,2012,20.5,34.95,9.7,546,57.87,9.70,9.7
20.01.2012,20,1,2012,20.5,34.95,9.7,546,57.87,9.70,13.8
21.01.2012,21,1,2012,20.5,34.95,9.7,546,57.87,9.70,14.4
22.01.2012,22,1,2012,20.5,34.95,9.7,546,57.87,9.70,13.8
23.01.2012,23,1,2012,20.5,34.95,9.7,546,57.87,9.70,16.9
24.01.2012,24,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.4
25.01.2012,25,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.8
26.01.2012,26,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.8
27.01.2012,27,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.8
28.01.2012,28,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.8
29.01.2012,29,1,2012,20.5,34.95,9.7,546,57.87,9.70,18.4
30.01.2012,30,1,2012,20.5,34.95,9.7,546,57.87,9.70,20.5
31.01.2012,31,1,2012,20.5,34.95,9.7,546,57.87,9.70,16.9
1.02.2012,1,2,2012,72.4,45.47,11.8,546,57.87,9.70,14.7
2.02.2012,2,2,2012,72.4,45.47,11.8,546,57.87,9.70,12.9
3.02.2012,3,2,2012,72.4,45.47,11.8,546,57.87,9.70,11.8
4.02.2012,4,2,2012,72.4,45.47,11.8,546,57.87,9.70,11.8
5.02.2012,5,2,2012,72.4,45.47,11.8,546,57.87,9.70,13.8
6.02.2012,6,2,2012,72.4,45.47,11.8,546,57.87,9.70,15.7
7.02.2012,7,2,2012,72.4,45.47,11.8,546,57.87,9.70,17.6
8.02.2012,8,2,2012,72.4,45.47,11.8,546,57.87,9.70,18.8
9.02.2012,9,2,2012,72.4,45.47,11.8,546,57.87,9.70,20.1
10.02.2012,10,2,2012,72.4,45.47,11.8,546,57.87,9.70,19.6
11.02.2012,11,2,2012,72.4,45.47,11.8,546,57.87,9.70,18.8
12.02.2012,12,2,2012,72.4,45.47,11.8,546,57.87,9.70,18
13.02.2012,13,2,2012,72.4,45.47,11.8,546,57.87,9.70,16.9
14.02.2012,14,2,2012,72.4,45.47,11.8,546,57.87,9.70,16.9
15.02.2012,15,2,2012,72.4,45.47,11.8,546,57.87,9.70,20.1
16.02.2012,16,2,2012,72.4,45.47,11.8,546,57.87,9.70,22.2
17.02.2012,17,2,2012,72.4,45.47,11.8,546,57.87,9.70,24
18.02.2012,18,2,2012,72.4,45.47,11.8,546,57.87,9.70,23.5
19.02.2012,19,2,2012,72.4,45.47,11.8,546,57.87,9.70,22.2
20.02.2012,20,2,2012,72.4,45.47,11.8,546,57.87,9.70,21.8
21.02.2012,21,2,2012,72.4,45.47,11.8,546,57.87,9.70,20.1
22.02.2012,22,2,2012,72.4,45.47,11.8,546,57.87,9.70,18.4
23.02.2012,23,2,2012,72.4,45.47,11.8,546,57.87,9.70,17.6
24.02.2012,24,2,2012,72.4,45.47,11.8,546,57.87,9.70,17.3
25.02.2012,25,2,2012,72.4,45.47,11.8,546,57.87,9.70,19.6
26.02.2012,26,2,2012,72.4,45.47,11.8,546,57.87,9.70,22.6
27.02.2012,27,2,2012,72.4,45.47,11.8,546,57.87,9.70,26.2
28.02.2012,28,2,2012,72.4,45.47,11.8,546,57.87,9.70,27.7
29.02.2012,29,2,2012,72.4,45.47,11.8,546,57.87,9.70,72.4
1.03.2012,1,3,2012,120,119.83,30,546,57.87,9.70,30
2.03.2012,2,3,2012,120,119.83,30,546,57.87,9.70,31.2
3.03.2012,3,3,2012,120,119.83,30,546,57.87,9.70,30.6
4.03.2012,4,3,2012,120,119.83,30,546,57.87,9.70,30.6
5.03.2012,5,3,2012,120,119.83,30,546,57.87,9.70,32.3
6.03.2012,6,3,2012,120,119.83,30,546,57.87,9.70,33.5
7.03.2012,7,3,2012,120,119.83,30,546,57.87,9.70,36.1
8.03.2012,8,3,2012,120,119.83,30,546,57.87,9.70,34.1
9.03.2012,9,3,2012,120,119.83,30,546,57.87,9.70,34.1
10.03.2012,10,3,2012,120,119.83,30,546,57.87,9.70,34.1
11.03.2012,11,3,2012,120,119.83,30,546,57.87,9.70,32.9
12.03.2012,12,3,2012,120,119.83,30,546,57.87,9.70,34.1
13.03.2012,13,3,2012,120,119.83,30,546,57.87,9.70,36.1
14.03.2012,14,3,2012,120,119.83,30,546,57.87,9.70,40.1
15.03.2012,15,3,2012,120,119.83,30,546,57.87,9.70,44.9
16.03.2012,16,3,2012,120,119.83,30,546,57.87,9.70,53.8
17.03.2012,17,3,2012,120,119.83,30,546,57.87,9.70,57.6
18.03.2012,18,3,2012,120,119.83,30,546,57.87,9.70,56.7
19.03.2012,19,3,2012,120,119.83,30,546,57.87,9.70,58.6
20.03.2012,20,3,2012,120,119.83,30,546,57.87,9.70,57.6
21.03.2012,21,3,2012,120,119.83,30,546,57.87,9.70,59.5
22.03.2012,22,3,2012,120,119.83,30,546,57.87,9.70,63.7
23.03.2012,23,3,2012,120,119.83,30,546,57.87,9.70,72.4
24.03.2012,24,3,2012,120,119.83,30,546,57.87,9.70,78.4
25.03.2012,25,3,2012,120,119.83,30,546,57.87,9.70,83.3
26.03.2012,26,3,2012,120,119.83,30,546,57.87,9.70,91.1
27.03.2012,27,3,2012,120,119.83,30,546,57.87,9.70,107
28.03.2012,28,3,2012,120,119.83,30,546,57.87,9.70,119
29.03.2012,29,3,2012,120,119.83,30,546,57.87,9.70,119
30.03.2012,30,3,2012,120,119.83,30,546,57.87,9.70,113
31.03.2012,31,3,2012,120,119.83,30,546,57.87,9.70,120
1.04.2012,1,4,2012,546,178.18,131,546,57.87,9.70,131
2.04.2012,2,4,2012,546,178.18,131,546,57.87,9.70,150
3.04.2012,3,4,2012,546,178.18,131,546,57.87,9.70,181
4.04.2012,4,4,2012,546,178.18,131,546,57.87,9.70,234
5.04.2012,5,4,2012,546,178.18,131,546,57.87,9.70,267
6.04.2012,6,4,2012,546,178.18,131,546,57.87,9.70,306
7.04.2012,7,4,2012,546,178.18,131,546,57.87,9.70,358
8.04.2012,8,4,2012,546,178.18,131,546,57.87,9.70,423
9.04.2012,9,4,2012,546,178.18,131,546,57.87,9.70,546
10.04.2012,10,4,2012,546,178.18,131,546,57.87,9.70,531
11.04.2012,11,4,2012,546,178.18,131,546,57.87,9.70,496
12.04.2012,12,4,2012,546,178.18,131,546,57.87,9.70,442
13.04.2012,13,4,2012,546,178.18,131,546,57.87,9.70,392
14.04.2012,14,4,2012,546,178.18,131,546,57.87,9.70,343
15.04.2012,15,4,2012,546,178.18,131,546,57.87,9.70,311
16.04.2012,16,4,2012,546,178.18,131,546,57.87,9.70,317
17.04.2012,17,4,2012,546,178.18,131,546,57.87,9.70,337
18.04.2012,18,4,2012,546,178.18,131,546,57.87,9.70,337
19.04.2012,19,4,2012,546,178.18,131,546,57.87,9.70,306
20.04.2012,20,4,2012,546,178.18,131,546,57.87,9.70,289
21.04.2012,21,4,2012,546,178.18,131,546,57.87,9.70,289
22.04.2012,22,4,2012,546,178.18,131,546,57.87,9.70,262
23.04.2012,23,4,2012,546,178.18,131,546,57.87,9.70,241
24.04.2012,24,4,2012,546,178.18,131,546,57.87,9.70,231
25.04.2012,25,4,2012,546,178.18,131,546,57.87,9.70,214
26.04.2012,26,4,2012,546,178.18,131,546,57.87,9.70,200
27.04.2012,27,4,2012,546,178.18,131,546,57.87,9.70,188
28.04.2012,28,4,2012,546,178.18,131,546,57.87,9.70,176
29.04.2012,29,4,2012,546,178.18,131,546,57.87,9.70,166
30.04.2012,30,4,2012,546,178.18,131,546,57.87,9.70,162
1.05.2012,1,5,2012,171,105.63,102,546,57.87,9.70,158
2.05.2012,2,5,2012,171,105.63,102,546,57.87,9.70,151
